tanggal,Kabupaten Bangkalan,Kabupaten Banyuwangi,Kabupaten Blitar,Kabupaten Bojonegoro,Kabupaten Bondowoso,Kabupaten Gresik,Kabupaten Jember,Kabupaten Jombang,Kabupaten Kediri,Kabupaten Lamongan,Kabupaten Lumajang,Kabupaten Madiun,Kabupaten Magetan,Kabupaten Malang,Kabupaten Mojokerto,Kabupaten Nganjuk,Kabupaten Ngawi,Kabupaten Pacitan,Kabupaten Pamekasan,Kabupaten Pasuruan,Kabupaten Ponorogo,Kabupaten Probolinggo,Kabupaten Sampang,Kabupaten Sidoarjo,Kabupaten Situbondo,Kabupaten Sumenep,Kabupaten Trenggalek,Kabupaten Tuban,Kabupaten Tulungagung,Kota Batu,Kota Blitar,Kota Kediri,Kota Madiun,Kota Malang,Kota Mojokerto,Kota Pasuruan,Kota Probolinggo,Kota Surabaya
2024-07-08,23000.0,43000.0,32500.0,40000.0,41500.0,45000.0,41800.0,44000.0,45333.0,34500.0,38333.0,41000.0,45000.0,36200.0,40125.0,41333.0,48333.0,36667.0,35000.0,36833.0,42000.0,42000.0,37500.0,42500.0,35000.0,43500.0,41000.0,35000.0,37667.0,30000.0,41000.0,45000.0,43333.0,33000.0,45000.0,42200.0,49000.0,38500.0
2024-07-09,23000.0,44600.0,32500.0,40000.0,41375.0,50000.0,42800.0,43333.0,45000.0,34500.0,39000.0,42250.0,45000.0,35800.0,40125.0,43667.0,48333.0,37667.0,35000.0,40000.0,42000.0,41667.0,40000.0,42500.0,35000.0,43500.0,43000.0,35667.0,38333.0,30250.0,43000.0,44667.0,44667.0,33000.0,44000.0,42200.0,50000.0,40167.0
2024-07-10,23000.0,45000.0,32500.0,40000.0,41250.0,52667.0,45400.0,48333.0,48000.0,34500.0,45000.0,42250.0,51333.0,38400.0,43125.0,47667.0,50000.0,36667.0,35000.0,41333.0,42000.0,40000.0,40000.0,47500.0,31333.0,43500.0,42000.0,41667.0,36333.0,28500.0,43000.0,47000.0,45000.0,33000.0,44500.0,44600.0,52333.0,41667.0
2024-07-11,23000.0,51600.0,42500.0,40000.0,46125.0,53333.0,47200.0,49333.0,48333.0,36500.0,46333.0,48000.0,51333.0,39600.0,43250.0,47333.0,50667.0,37000.0,42500.0,47833.0,42000.0,41667.0,41000.0,45000.0,31333.0,43500.0,50000.0,44000.0,41000.0,39250.0,49000.0,48667.0,47000.0,38000.0,45000.0,45950.0,58333.0,40833.0
2024-07-12,23000.0,57200.0,42500.0,40000.0,45750.0,56000.0,51600.0,54667.0,50000.0,36500.0,46333.0,50000.0,58333.0,40400.0,45750.0,50000.0,56000.0,37000.0,52500.0,52333.0,42000.0,41667.0,41000.0,52500.0,31333.0,43500.0,51000.0,44000.0,46667.0,43000.0,52000.0,53667.0,47333.0,42167.0,48500.0,46900.0,61667.0,42500.0
2024-07-13,23000.0,57600.0,42500.0,40000.0,45250.0,56000.0,55000.0,54667.0,59000.0,36500.0,44667.0,57000.0,58333.0,41400.0,45750.0,60000.0,58333.0,40333.0,55000.0,56333.0,52000.0,41667.0,59000.0,52500.0,31667.0,43500.0,51000.0,44000.0,56667.0,43750.0,58000.0,53667.0,47333.0,42167.0,52500.0,50750.0,62667.0,46333.0
2024-07-14,23000.0,58000.0,42500.0,40000.0,44750.0,56000.0,56000.0,54667.0,59333.0,36500.0,44667.0,57500.0,58333.0,45200.0,45750.0,60000.0,58333.0,52000.0,55000.0,56667.0,52000.0,41667.0,59000.0,52500.0,43333.0,43500.0,51000.0,44000.0,57667.0,50500.0,56000.0,61333.0,48667.0,42167.0,55000.0,50750.0,67667.0,46333.0
2024-07-15,23000.0,60000.0,50000.0,45000.0,62250.0,64333.0,57200.0,59333.0,57000.0,38250.0,48333.0,57500.0,54667.0,48400.0,51750.0,51333.0,59000.0,53667.0,56000.0,57000.0,52000.0,51667.0,59000.0,60000.0,41667.0,60000.0,56000.0,44000.0,56000.0,51750.0,53500.0,60000.0,56000.0,44667.0,60000.0,54150.0,65667.0,49333.0
2024-07-16,23000.0,60400.0,51000.0,45000.0,62125.0,65667.0,48200.0,57667.0,60000.0,38250.0,51667.0,58000.0,54667.0,51600.0,51750.0,56000.0,60667.0,50667.0,56000.0,57667.0,52000.0,56667.0,60000.0,60000.0,41667.0,60000.0,54500.0,45000.0,56000.0,53750.0,55500.0,64000.0,56000.0,48000.0,61000.0,58950.0,65000.0,51667.0
2024-07-17,23000.0,62000.0,51000.0,45000.0,61875.0,65667.0,61800.0,64333.0,66000.0,48000.0,46667.0,66750.0,68333.0,54900.0,52500.0,60333.0,64333.0,50667.0,56000.0,60000.0,52000.0,55667.0,60000.0,65000.0,42333.0,65000.0,64500.0,51667.0,61667.0,53500.0,60000.0,66667.0,56000.0,48000.0,60000.0,60300.0,67667.0,54833.0
2024-07-18,23000.0,70200.0,51000.0,45000.0,61250.0,73333.0,68200.0,75667.0,73333.0,48000.0,46667.0,73750.0,68333.0,56000.0,52500.0,63667.0,76000.0,60000.0,61000.0,67500.0,72000.0,55667.0,60000.0,72500.0,45000.0,65000.0,71500.0,57667.0,71667.0,58750.0,71000.0,75000.0,62000.0,48500.0,64000.0,74800.0,71000.0,56167.0
2024-07-19,23000.0,72000.0,51000.0,62500.0,61000.0,73333.0,68800.0,72333.0,72667.0,48000.0,60000.0,72000.0,75000.0,59000.0,52500.0,64667.0,76000.0,60000.0,63500.0,70000.0,72000.0,55667.0,60000.0,69500.0,50667.0,65000.0,72000.0,57667.0,67333.0,60000.0,66000.0,75000.0,63667.0,57167.0,75000.0,74800.0,70000.0,57500.0
2024-07-20,23000.0,70600.0,53500.0,62500.0,60875.0,73333.0,67600.0,72333.0,70333.0,48000.0,73333.0,67250.0,75000.0,59400.0,52500.0,64667.0,74333.0,61667.0,63500.0,68667.0,72000.0,66000.0,62500.0,69500.0,52333.0,65000.0,72000.0,57667.0,65667.0,58750.0,66000.0,72333.0,63667.0,58000.0,75000.0,77650.0,71667.0,56167.0
2024-07-21,23000.0,70600.0,53500.0,62500.0,60625.0,73333.0,68200.0,68333.0,68333.0,48000.0,75000.0,64500.0,75000.0,59400.0,52500.0,64667.0,71667.0,61667.0,63500.0,68667.0,72000.0,66000.0,62500.0,69500.0,52333.0,65000.0,72000.0,57667.0,60667.0,60000.0,66000.0,73333.0,61667.0,58000.0,74000.0,79300.0,73333.0,61833.0
2024-07-22,23000.0,70600.0,60000.0,70000.0,67750.0,78333.0,66800.0,68333.0,71333.0,49250.0,75000.0,68250.0,75000.0,58000.0,54250.0,68333.0,75000.0,59333.0,65000.0,65000.0,69500.0,66000.0,65000.0,70000.0,57000.0,70000.0,64500.0,57667.0,63000.0,60500.0,67000.0,70000.0,61667.0,60500.0,74000.0,74050.0,78333.0,66000.0
2024-07-23,25000.0,74600.0,65000.0,70000.0,67375.0,81667.0,70600.0,76333.0,72667.0,72000.0,73333.0,71500.0,75000.0,61000.0,57750.0,72667.0,81667.0,63333.0,65000.0,71000.0,75000.0,66000.0,65000.0,72500.0,64000.0,77500.0,73000.0,57667.0,66333.0,60250.0,68500.0,75000.0,71667.0,60500.0,72500.0,85850.0,83333.0,69333.0
2024-07-24,27000.0,80200.0,71000.0,70000.0,67125.0,81667.0,75400.0,78000.0,81333.0,73500.0,73333.0,75000.0,80000.0,64000.0,57750.0,76000.0,85000.0,65000.0,65000.0,78667.0,75000.0,66000.0,70000.0,85000.0,64667.0,77500.0,81500.0,67667.0,76333.0,65500.0,72500.0,83000.0,71667.0,64333.0,72500.0,85850.0,81667.0,70500.0
2024-07-25,27000.0,76200.0,75500.0,70000.0,66500.0,83333.0,72200.0,75000.0,77000.0,78000.0,75000.0,75250.0,80000.0,64800.0,61750.0,74000.0,85000.0,68000.0,65000.0,74900.0,75000.0,66000.0,70000.0,77500.0,69000.0,77500.0,73000.0,70333.0,72667.0,69750.0,71000.0,80000.0,75000.0,70833.0,72500.0,87500.0,78333.0,69667.0
2024-07-26,27000.0,65400.0,55500.0,70000.0,66500.0,82667.0,63400.0,73000.0,74333.0,78000.0,75000.0,71000.0,80000.0,61000.0,61750.0,68333.0,78333.0,68000.0,57500.0,75000.0,75000.0,66000.0,75000.0,72500.0,70000.0,77500.0,63000.0,68667.0,65000.0,71500.0,56000.0,71000.0,75000.0,69167.0,72500.0,87500.0,78333.0,61500.0
2024-07-27,27000.0,68200.0,55500.0,70000.0,66125.0,82667.0,61400.0,69333.0,72000.0,78000.0,83333.0,68500.0,72667.0,58200.0,61750.0,66667.0,71667.0,69667.0,57500.0,69333.0,67500.0,62000.0,75000.0,75000.0,71333.0,77500.0,63000.0,68667.0,62667.0,66000.0,62000.0,73333.0,73333.0,67500.0,70000.0,87500.0,73333.0,61833.0
2024-07-28,27000.0,71800.0,55500.0,70000.0,65875.0,82667.0,61400.0,69333.0,75333.0,78000.0,83333.0,66750.0,72667.0,58200.0,61750.0,66667.0,75667.0,70000.0,57500.0,68667.0,66000.0,62000.0,75000.0,80000.0,70000.0,77500.0,63000.0,68667.0,71667.0,66250.0,62000.0,66667.0,73333.0,67500.0,71500.0,87500.0,68333.0,58500.0
2024-07-29,45000.0,74400.0,69000.0,75000.0,70500.0,85333.0,69200.0,74667.0,79000.0,78000.0,80000.0,66750.0,78000.0,60000.0,60250.0,75333.0,76000.0,70000.0,65000.0,77667.0,66000.0,62000.0,70000.0,77500.0,68667.0,72500.0,73000.0,67667.0,72000.0,70000.0,70000.0,72667.0,83000.0,69667.0,73500.0,82750.0,78333.0,60500.0
2024-07-30,45000.0,73400.0,69000.0,75000.0,70500.0,85333.0,71800.0,73333.0,79000.0,76750.0,78667.0,65250.0,78000.0,61400.0,60375.0,75333.0,76000.0,70000.0,65000.0,78333.0,66000.0,60000.0,69000.0,77500.0,68667.0,70000.0,68500.0,67667.0,66000.0,68750.0,72000.0,76000.0,81333.0,69667.0,74500.0,79700.0,78333.0,64500.0
2024-07-31,45000.0,72800.0,57500.0,75000.0,70500.0,82000.0,69000.0,71667.0,75667.0,76750.0,77000.0,65250.0,78000.0,61400.0,60375.0,72000.0,73333.0,70000.0,65000.0,73333.0,66000.0,59000.0,70000.0,70000.0,68667.0,70000.0,50000.0,65333.0,66333.0,68750.0,66000.0,77000.0,79000.0,69667.0,72500.0,79700.0,75000.0,56667.0
2024-08-01,45000.0,67800.0,65000.0,75000.0,61750.0,78333.0,66600.0,68333.0,75000.0,78000.0,77000.0,64750.0,69333.0,58600.0,60375.0,66333.0,73333.0,69000.0,67500.0,71667.0,66000.0,58667.0,71000.0,65000.0,67000.0,63500.0,57500.0,64333.0,63667.0,71250.0,63000.0,76000.0,76000.0,67167.0,67500.0,73800.0,73333.0,60667.0
2024-08-02,44333.0,67600.0,65000.0,75000.0,61625.0,80000.0,66400.0,68333.0,73333.0,77500.0,73667.0,65250.0,69333.0,58600.0,59125.0,66333.0,72333.0,69333.0,67500.0,71333.0,66000.0,58667.0,68000.0,65000.0,67000.0,63500.0,60000.0,63333.0,67000.0,75000.0,71000.0,76000.0,76000.0,68000.0,67000.0,71600.0,71667.0,62000.0
2024-08-03,44333.0,70400.0,65000.0,75000.0,61500.0,80000.0,67400.0,68333.0,73333.0,77500.0,73667.0,64750.0,69333.0,58600.0,61625.0,68000.0,72333.0,71667.0,67500.0,70667.0,66500.0,58667.0,62500.0,69500.0,67000.0,63500.0,57500.0,63333.0,70667.0,75250.0,76000.0,76000.0,77667.0,68000.0,68000.0,68100.0,70333.0,58833.0
2024-08-04,44333.0,67400.0,65000.0,75000.0,61625.0,80000.0,67400.0,68333.0,72667.0,77500.0,73667.0,64250.0,69333.0,62600.0,61625.0,65667.0,72333.0,69333.0,65000.0,72667.0,66500.0,58667.0,62500.0,69500.0,67000.0,63500.0,57500.0,63333.0,69333.0,75000.0,81000.0,79333.0,76000.0,68000.0,67500.0,68100.0,70000.0,57000.0
2024-08-05,44000.0,68400.0,61000.0,75000.0,63750.0,79333.0,68000.0,65000.0,71333.0,66250.0,73667.0,64000.0,69333.0,62600.0,63125.0,66667.0,70000.0,61333.0,65000.0,72667.0,64000.0,58667.0,62500.0,67000.0,65667.0,65000.0,56500.0,64333.0,67000.0,76000.0,72000.0,75000.0,73333.0,69500.0,68500.0,71700.0,70000.0,58500.0
2024-08-06,44000.0,69400.0,61000.0,75000.0,64000.0,77667.0,67600.0,63333.0,71333.0,66250.0,72000.0,67500.0,68333.0,60000.0,63125.0,65000.0,70000.0,61667.0,65000.0,72667.0,64000.0,61000.0,62500.0,65000.0,64667.0,65000.0,56000.0,64333.0,66667.0,79000.0,76000.0,72000.0,70333.0,69500.0,68500.0,73350.0,68333.0,57500.0
2024-08-07,44000.0,68800.0,61000.0,75000.0,64000.0,76667.0,63000.0,65333.0,70000.0,66250.0,74333.0,67000.0,67333.0,59000.0,60625.0,66667.0,70667.0,60667.0,65000.0,71000.0,62000.0,61667.0,62500.0,65000.0,64333.0,62500.0,56000.0,64333.0,66667.0,74250.0,67500.0,71667.0,72667.0,70000.0,64000.0,73350.0,67333.0,57167.0
2024-08-08,44000.0,68800.0,60000.0,75000.0,63000.0,76667.0,63000.0,61333.0,67000.0,67500.0,71667.0,64750.0,67333.0,59200.0,60625.0,61667.0,70000.0,60000.0,65000.0,70167.0,59000.0,61667.0,62500.0,65000.0,62667.0,58500.0,56000.0,59333.0,61667.0,74250.0,62500.0,70000.0,72667.0,70000.0,65000.0,73350.0,66667.0,55333.0
2024-08-09,44000.0,64400.0,60000.0,75000.0,63000.0,75000.0,61200.0,59333.0,63667.0,67500.0,71667.0,59750.0,65333.0,59200.0,57375.0,57667.0,67333.0,59333.0,65000.0,65333.0,59000.0,62000.0,62500.0,62500.0,62667.0,55000.0,55500.0,58000.0,58667.0,73750.0,59000.0,66667.0,72333.0,68167.0,60000.0,72200.0,66667.0,54000.0
2024-08-10,44000.0,63400.0,60000.0,75000.0,62750.0,75000.0,60800.0,59333.0,64333.0,67500.0,71667.0,59500.0,63333.0,59200.0,57375.0,57667.0,69667.0,56000.0,60000.0,64667.0,59000.0,62000.0,57500.0,62500.0,62667.0,55000.0,55500.0,58000.0,59000.0,73500.0,58500.0,65000.0,71333.0,67333.0,62000.0,70200.0,66333.0,52833.0
2024-08-11,44000.0,62600.0,60000.0,75000.0,62500.0,75000.0,60800.0,59333.0,63000.0,67500.0,70000.0,57750.0,63333.0,60200.0,57375.0,57667.0,69000.0,56000.0,60000.0,60333.0,59000.0,62000.0,57500.0,62500.0,62000.0,55000.0,55500.0,58000.0,58000.0,72500.0,60000.0,61667.0,71333.0,67333.0,64000.0,70200.0,63000.0,52000.0
2024-08-12,44000.0,62400.0,56500.0,65000.0,63000.0,66667.0,54800.0,54333.0,60333.0,58750.0,68333.0,54250.0,62333.0,56000.0,58875.0,53333.0,61667.0,52000.0,60000.0,60667.0,59000.0,62000.0,55000.0,60000.0,60333.0,52500.0,51500.0,50667.0,53333.0,68750.0,54500.0,60000.0,72667.0,67167.0,60000.0,70200.0,62000.0,48667.0
2024-08-13,44000.0,54400.0,56500.0,65000.0,63125.0,61667.0,50600.0,54667.0,59000.0,58750.0,68333.0,53500.0,62333.0,53800.0,58875.0,50000.0,60000.0,52000.0,57500.0,60000.0,59000.0,62000.0,55000.0,60000.0,56333.0,52500.0,51500.0,50000.0,51333.0,65500.0,53500.0,60000.0,70000.0,66333.0,57000.0,60550.0,56667.0,46500.0
2024-08-14,44000.0,52400.0,52500.0,65000.0,62875.0,49333.0,47800.0,50000.0,55333.0,57500.0,70000.0,49000.0,58000.0,53000.0,58875.0,47333.0,58333.0,52000.0,55000.0,55333.0,59000.0,62000.0,55000.0,57500.0,55667.0,43500.0,49000.0,55000.0,45667.0,66500.0,47000.0,53333.0,70000.0,66333.0,54500.0,60050.0,55000.0,41833.0
2024-08-15,44000.0,51800.0,47500.0,65000.0,58250.0,48333.0,47200.0,46667.0,53667.0,56250.0,70000.0,46500.0,58000.0,50800.0,53875.0,45000.0,59333.0,50667.0,52500.0,50333.0,59000.0,55000.0,52500.0,50000.0,54333.0,43500.0,46000.0,56000.0,43667.0,66750.0,47000.0,53333.0,63667.0,66333.0,50500.0,58050.0,49333.0,39333.0
2024-08-16,43000.0,45400.0,45000.0,65000.0,58000.0,46667.0,45800.0,44333.0,53000.0,56250.0,70000.0,47250.0,55333.0,45400.0,53875.0,43667.0,55000.0,49667.0,52500.0,46667.0,59000.0,55000.0,52500.0,50000.0,56000.0,37500.0,45000.0,51667.0,47333.0,64750.0,43000.0,53000.0,63333.0,66333.0,50500.0,58050.0,50000.0,42333.0
2024-08-17,43000.0,45800.0,45000.0,65000.0,57375.0,46667.0,45800.0,44333.0,50667.0,56250.0,66667.0,48000.0,52333.0,45200.0,53875.0,43667.0,54333.0,49667.0,52500.0,49333.0,59000.0,55000.0,46000.0,50000.0,55333.0,37500.0,45000.0,51667.0,46667.0,61250.0,45000.0,50000.0,63333.0,66333.0,49000.0,58050.0,51667.0,42667.0
2024-08-18,43333.0,45600.0,45000.0,65000.0,56875.0,46667.0,45800.0,44333.0,50667.0,56250.0,66667.0,47750.0,52333.0,44800.0,53875.0,42667.0,53333.0,49667.0,55000.0,51667.0,50000.0,55000.0,46000.0,50000.0,55333.0,37500.0,45000.0,51667.0,46667.0,60750.0,47000.0,50000.0,63333.0,66333.0,47500.0,58050.0,51333.0,53667.0
2024-08-19,43333.0,45600.0,52500.0,62500.0,46000.0,52000.0,48400.0,53000.0,53000.0,56250.0,66667.0,48250.0,54667.0,49000.0,53875.0,44333.0,53667.0,48000.0,55000.0,55667.0,50000.0,55000.0,42500.0,55000.0,54667.0,40000.0,51500.0,55000.0,50333.0,60750.0,49500.0,56000.0,68333.0,56667.0,57500.0,56050.0,51667.0,46167.0
2024-08-20,42000.0,45600.0,52500.0,57500.0,46125.0,49333.0,46800.0,53000.0,51000.0,56250.0,65000.0,47250.0,54667.0,48600.0,51625.0,44000.0,53667.0,48000.0,55000.0,55667.0,50000.0,55000.0,42500.0,50000.0,54667.0,40000.0,48000.0,55000.0,48667.0,58750.0,43000.0,51667.0,65000.0,56167.0,56500.0,55550.0,50667.0,38833.0
2024-08-21,41667.0,45400.0,47500.0,57500.0,46000.0,49333.0,45800.0,46667.0,46333.0,56250.0,65000.0,42500.0,49000.0,48200.0,47875.0,43333.0,51667.0,46333.0,55000.0,47333.0,48000.0,55000.0,42500.0,50000.0,54667.0,36000.0,44000.0,55000.0,43000.0,55750.0,42000.0,47667.0,63333.0,55333.0,47500.0,54850.0,50667.0,38500.0
2024-08-22,41667.0,42800.0,37500.0,57500.0,44750.0,46667.0,44400.0,44667.0,43000.0,56250.0,65000.0,40250.0,49000.0,45600.0,47875.0,41333.0,50667.0,42667.0,55000.0,46000.0,44000.0,55000.0,42500.0,40000.0,53667.0,33500.0,39000.0,51333.0,42333.0,57000.0,40000.0,46667.0,51667.0,55500.0,46500.0,51550.0,46000.0,37500.0
2024-08-23,41667.0,42000.0,38500.0,57500.0,44875.0,46000.0,38800.0,38333.0,41667.0,56250.0,65000.0,38500.0,44000.0,43400.0,47875.0,38667.0,46667.0,42667.0,53000.0,42667.0,44000.0,55000.0,42500.0,40000.0,54333.0,33500.0,38000.0,45667.0,39000.0,56000.0,39000.0,43000.0,42000.0,55500.0,42500.0,51050.0,46000.0,34833.0
2024-08-24,41667.0,38800.0,38500.0,57500.0,45125.0,46000.0,38400.0,35000.0,41667.0,51250.0,63333.0,39000.0,44000.0,43400.0,47875.0,37667.0,44333.0,42000.0,53000.0,42667.0,44000.0,55000.0,42500.0,40000.0,48000.0,33500.0,38000.0,45667.0,39000.0,56750.0,40000.0,43333.0,42000.0,55500.0,42500.0,51050.0,46000.0,32000.0
2024-08-25,41667.0,38200.0,38500.0,57500.0,45000.0,46000.0,38400.0,35000.0,39333.0,50000.0,58333.0,37000.0,44000.0,37600.0,47875.0,36000.0,44333.0,41333.0,53000.0,40667.0,44000.0,55000.0,42500.0,32500.0,48000.0,33500.0,38000.0,45667.0,39000.0,57750.0,40000.0,40667.0,41667.0,55167.0,41500.0,51050.0,41667.0,32000.0
2024-08-26,39000.0,35800.0,38500.0,42500.0,44750.0,44333.0,32000.0,33333.0,36667.0,43750.0,58333.0,33250.0,36333.0,36000.0,41875.0,30667.0,35000.0,34333.0,50000.0,39667.0,44000.0,55000.0,33500.0,42500.0,40000.0,28000.0,34500.0,40667.0,34333.0,54000.0,33500.0,36667.0,39667.0,54667.0,35000.0,43550.0,38333.0,26833.0
2024-08-27,39000.0,32800.0,33000.0,42500.0,44875.0,33000.0,30200.0,29333.0,31667.0,43750.0,50000.0,25250.0,36333.0,36000.0,41875.0,30667.0,35000.0,28333.0,47500.0,35333.0,36000.0,41667.0,33500.0,28000.0,38000.0,28000.0,35000.0,40000.0,29000.0,54000.0,32500.0,34667.0,39667.0,50333.0,32000.0,41050.0,36667.0,24333.0
2024-08-28,30333.0,33200.0,32500.0,42500.0,44875.0,34000.0,28800.0,28333.0,31667.0,41250.0,43333.0,28500.0,33667.0,31000.0,41875.0,28000.0,35000.0,30000.0,47500.0,35000.0,29500.0,35000.0,33500.0,28000.0,33667.0,28000.0,28500.0,35000.0,28333.0,49500.0,31000.0,30000.0,38000.0,50333.0,30000.0,39550.0,36667.0,27667.0
2024-08-29,30333.0,35400.0,30000.0,42500.0,37250.0,34000.0,32200.0,28333.0,31000.0,40000.0,41667.0,31000.0,33667.0,30400.0,41875.0,29333.0,35667.0,30000.0,47500.0,34333.0,29500.0,35000.0,33500.0,30500.0,33667.0,27500.0,32000.0,36000.0,28667.0,45750.0,33000.0,31333.0,35667.0,50333.0,29000.0,37650.0,35667.0,28833.0
2024-08-30,20000.0,35000.0,32500.0,42500.0,37125.0,34000.0,32800.0,29000.0,30000.0,40000.0,41000.0,31500.0,31333.0,29200.0,41875.0,28667.0,34333.0,30667.0,47500.0,36000.0,29500.0,35000.0,29000.0,30500.0,32333.0,27500.0,30000.0,36000.0,28667.0,43750.0,32000.0,31333.0,37333.0,49000.0,32500.0,37150.0,35667.0,29500.0
2024-08-31,20000.0,34400.0,32500.0,42500.0,37000.0,34000.0,32200.0,29000.0,29667.0,40000.0,39000.0,30000.0,31333.0,29200.0,41875.0,28000.0,34333.0,30667.0,47500.0,36000.0,27500.0,35000.0,29000.0,27500.0,31333.0,27500.0,30000.0,35333.0,28667.0,39000.0,30000.0,29333.0,37333.0,45000.0,32000.0,37150.0,33333.0,29167.0
2024-09-01,20000.0,35000.0,32500.0,42500.0,36625.0,34000.0,32200.0,29000.0,29667.0,42500.0,39000.0,29500.0,31333.0,28800.0,41875.0,27667.0,34333.0,30667.0,47500.0,32333.0,27500.0,35000.0,29000.0,27500.0,29667.0,27500.0,30000.0,35333.0,27667.0,38750.0,27500.0,27667.0,35000.0,45000.0,33000.0,37150.0,31667.0,28667.0
2024-09-02,20000.0,33000.0,32500.0,35000.0,33500.0,34000.0,29600.0,27667.0,30333.0,35000.0,38000.0,30000.0,32333.0,29200.0,33625.0,28000.0,34333.0,29000.0,47500.0,31667.0,27500.0,35000.0,29000.0,30000.0,28000.0,26000.0,27500.0,33667.0,27333.0,32500.0,26000.0,30000.0,31333.0,44167.0,32500.0,36200.0,30000.0,28500.0
2024-09-03,20000.0,32400.0,28500.0,35000.0,33750.0,35667.0,31800.0,27667.0,27000.0,32500.0,38667.0,30000.0,32333.0,30000.0,33575.0,27333.0,34333.0,29000.0,37500.0,33000.0,27500.0,35000.0,29000.0,30000.0,28000.0,26000.0,27500.0,33333.0,28000.0,32500.0,28500.0,29667.0,32333.0,43333.0,30000.0,34350.0,26667.0,31333.0
2024-09-04,20000.0,32000.0,28500.0,35000.0,34250.0,37333.0,32000.0,29333.0,30000.0,32500.0,38667.0,31500.0,33000.0,30000.0,34825.0,28000.0,37333.0,30667.0,37500.0,32667.0,27500.0,35000.0,29000.0,32500.0,26667.0,29000.0,29000.0,34000.0,30000.0,35000.0,29500.0,31333.0,30667.0,39667.0,31500.0,33300.0,20000.0,31167.0
2024-09-05,20000.0,32000.0,30000.0,35000.0,32250.0,38333.0,32000.0,28333.0,30667.0,29500.0,38000.0,32250.0,33000.0,31400.0,34825.0,30667.0,40000.0,30667.0,37500.0,33000.0,31000.0,33333.0,29000.0,32500.0,26000.0,29000.0,31000.0,37667.0,30000.0,35625.0,29500.0,33667.0,32000.0,35500.0,33000.0,32800.0,32333.0,30500.0
2024-09-06,20000.0,30800.0,30000.0,35000.0,32500.0,36667.0,32400.0,29333.0,30667.0,29500.0,35000.0,32250.0,33667.0,31800.0,34825.0,30667.0,39333.0,29333.0,36000.0,33000.0,32500.0,33333.0,29000.0,32500.0,25333.0,26500.0,31000.0,37667.0,31333.0,36875.0,30000.0,34667.0,33000.0,34667.0,32500.0,31550.0,33000.0,30000.0
2024-09-07,20000.0,30800.0,30000.0,35000.0,33250.0,36667.0,32800.0,29333.0,31333.0,29500.0,35000.0,33000.0,33667.0,31960.0,34825.0,30667.0,39333.0,29333.0,36500.0,33000.0,32500.0,33333.0,29000.0,32000.0,25333.0,26500.0,31000.0,37667.0,31333.0,35625.0,30000.0,35000.0,33000.0,33833.0,32500.0,31150.0,33000.0,30667.0
2024-09-08,20000.0,30800.0,30000.0,35000.0,33625.0,36667.0,32800.0,29333.0,31333.0,29500.0,35000.0,33000.0,33667.0,31800.0,34825.0,30333.0,37000.0,29333.0,36500.0,34333.0,32500.0,33333.0,29000.0,32000.0,25333.0,26500.0,31000.0,37667.0,31333.0,35625.0,30000.0,35000.0,33667.0,34167.0,33500.0,30650.0,33000.0,30500.0
2024-09-09,20000.0,32400.0,30000.0,35000.0,33000.0,36667.0,33600.0,30000.0,32333.0,31250.0,34667.0,32750.0,37000.0,30400.0,35075.0,30000.0,36333.0,28667.0,36500.0,34333.0,32500.0,28667.0,29000.0,34500.0,25333.0,28000.0,31000.0,35667.0,30333.0,34250.0,30000.0,34667.0,34000.0,32667.0,32500.0,30950.0,33333.0,30000.0
2024-09-10,20000.0,32000.0,30000.0,35000.0,33375.0,35000.0,31800.0,30333.0,32333.0,35000.0,34667.0,32500.0,37000.0,31400.0,35575.0,30000.0,36333.0,28333.0,36500.0,34333.0,32500.0,30000.0,29000.0,34500.0,25333.0,28000.0,32000.0,34333.0,30333.0,32250.0,30000.0,34000.0,36667.0,32667.0,34000.0,30950.0,31667.0,29833.0
2024-09-11,20000.0,32000.0,28500.0,35000.0,33750.0,31667.0,31200.0,30333.0,31333.0,35000.0,35000.0,31750.0,36667.0,31400.0,34825.0,30000.0,34333.0,28333.0,36500.0,32333.0,32500.0,30000.0,29000.0,34500.0,25667.0,28000.0,32000.0,34333.0,30333.0,32250.0,30000.0,34000.0,34000.0,32333.0,32500.0,30950.0,31000.0,28333.0
2024-09-12,20000.0,31200.0,28500.0,35000.0,30500.0,31667.0,30000.0,30333.0,31333.0,35000.0,35000.0,31750.0,36667.0,31800.0,34825.0,31000.0,34333.0,28333.0,36500.0,32000.0,32500.0,30000.0,29000.0,34500.0,25667.0,27000.0,31000.0,34333.0,29333.0,31750.0,30000.0,34667.0,34333.0,32167.0,34500.0,30950.0,31000.0,29667.0
2024-09-13,20000.0,31200.0,28500.0,35000.0,30625.0,33333.0,29600.0,29667.0,31333.0,35000.0,35000.0,32250.0,36667.0,30800.0,33825.0,31000.0,35000.0,28333.0,36000.0,34000.0,32500.0,30000.0,30000.0,32000.0,25667.0,27000.0,30000.0,33000.0,29000.0,32000.0,30000.0,34667.0,35667.0,32167.0,33500.0,30950.0,31667.0,29500.0
